sentence	label	sentence-id
The functional inhibitory characteristics of the @PROTEIN$ blockers (ARB) candesartan; irbesartan; and losartan and its active metabolite EXP 3174 (EXP) were studied in rabbit aortic strips and rat portal vein preparations in vitro.X	1	10373224-1
The functional inhibitory characteristics of the @PROTEIN$ blockers (ARB) candesartan; irbesartan; and losartan and its active metabolite EXP 3174 (EXP) were studied in rabbit aortic strips and rat portal vein preparations in vitro.X	1	10373224-1
Dose-dependent inhibition of platelet @PROTEIN$ and monocyte cyclooxygenase-2 by @COMPOUND$ in healthy subjects.	1	10381787-0
Dose-dependent inhibition of platelet cyclooxygenase-1 and monocyte @PROTEIN$ by @COMPOUND$ in healthy subjects.	1	10381787-0
In contrast, the administration of 7.5 and 15 mg of @COMPOUND$ caused dose-dependent reductions in monocyte @PROTEIN$ activity by 51% and 70%, respectively, and in platelet COX-1 activity by 25% and 35%, respectively.X	1	10381787-8
In contrast, the administration of 7.5 and 15 mg of @COMPOUND$ caused dose-dependent reductions in monocyte COX-2 activity by 51% and 70%, respectively, and in platelet @PROTEIN$ activity by 25% and 35%, respectively.X	1	10381787-8
Although the IC50 value of @COMPOUND$ for inhibition of @PROTEIN$ was 10-fold higher than the IC50 value of COX-2 in vitro, this biochemical selectivity was inadequate to clearly separate the effects of meloxicam on the two isozymes after oral dosing as a function of the daily dose and interindividual variation in steady-state plasma levels.	1	10381787-9
Although the IC50 value of @COMPOUND$ for inhibition of COX-1 was 10-fold higher than the IC50 value of @PROTEIN$ in vitro, this biochemical selectivity was inadequate to clearly separate the effects of meloxicam on the two isozymes after oral dosing as a function of the daily dose and interindividual variation in steady-state plasma levels.	1	10381787-9
Concentration-response curves for the inhibition of monocyte @PROTEIN$ and platelet COX-1 were obtained in vitro after the incubation of meloxicam with whole blood samples.X	1	10381787-2
Concentration-response curves for the inhibition of monocyte COX-2 and platelet @PROTEIN$ were obtained in vitro after the incubation of meloxicam with whole blood samples.X	1	10381787-2
Before dosing and 24 h after the seventh dose of each regimen, heparinized whole blood samples were incubated with lipopolysaccharide (10 microgram/ml) for 24 h at 37 degrees C, and @COMPOUND$ was measured in plasma as an index of monocyte @PROTEIN$ activity.X	1	10381787-4
The production of @COMPOUND$ in whole blood allowed to clot at 37 degrees C for 60 min was assessed as an index of platelet @PROTEIN$ activity.X	1	10381787-5
In distinction, the preferential @PROTEIN$ antagonist, betaxolol, and the preferential beta 2-AR antagonist, ICI118,551, did not increase basal levels of DA, NAD, or 5-HT.X	1	10432475-2
In distinction, the preferential beta 1-AR antagonist, betaxolol, and the preferential @PROTEIN$ antagonist, ICI118,551, did not increase basal levels of DA, NAD, or 5-HT.X	1	10432475-2
The selective @PROTEIN$ receptor antagonist, WAY100,635, slightly attenuated the (-)-pindolol-induced increase in DA and NAD levels, while the selective 5-HT1B antagonist, SB224,289, was ineffective.X	1	10432475-4
The selective 5-HT1A receptor antagonist, WAY100,635, slightly attenuated the (-)-pindolol-induced increase in DA and NAD levels, while the selective @PROTEIN$ antagonist, SB224,289, was ineffective.X	1	10432475-4
UNLABELLED: @COMPOUND$ is a potent and specific peripheral @PROTEIN$ (COMT) inhibitor.X	1	10439935-1
UNLABELLED: @COMPOUND$ is a potent and specific peripheral catechol-O-methyltransferase (@PROTEIN$) inhibitor.X	1	10439935-1
We found that @COMPOUND$ stimulated the conversion of [3H]L-arginine ([3H]L-Arg) to [3H]L-Cit, indicating @PROTEIN$ activation.X	1	10460702-4
@COMPOUND$ evokes @PROTEIN$ activation in bovine aortic endothelial cell cultures.	1	10460702-0
These findings lend evidence of a 5-HT1B receptor/eNOS pathway, accounting in part for the activation of @PROTEIN$ by 5-HT.X	1	10460702-9
The high affinity @PROTEIN$ receptor agonist, 5-nonyloxytryptamine (5-NOT)-stimulated [3H]L-Cit turnover responses were concentration-(0.01 nM to 100 microM) and time-d	1	10460702-5
These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/5-HT2 receptor antagonist, methiothepin, and the @PROTEIN$ selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and L-N omega-iminoethyl-	1	10460702-7
These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the @PROTEIN$/5-HT2 receptor antagonist, methiothepin, and the eNOS selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and L-N omega-iminoethyl-L-ornithine (L-NIO)	1	10460702-7
These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/@PROTEIN$ antagonist, methiothepin, and the eNOS selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and L-N omega-iminoethyl-L-ornithine (L-NIO)	1	10460702-7
These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/5-HT2 receptor antagonist, methiothepin, and the @PROTEIN$ selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and L-N omega-iminoethyl-L-ornithine (L-NIO).X	1	10460702-7
These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/5-HT2 receptor antagonist, methiothepin, and the @PROTEIN$ selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and L-N omega-iminoethyl	1	10460702-7
These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/5-HT2 receptor antagonist, methiothepin, and the @PROTEIN$ selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and L-N omega-iminoethyl-L-ornithine (L-NIO).X	1	10460702-7
Here, we tested the hypothesis that 5-HT receptors mediate @PROTEIN$ activation by measuring agonist-stimulated [3H]L-citrulline ([3H]L-Cit) formation in BAEC cult	1	10460702-3
Here, we tested the hypothesis that 5-HT receptors mediate @PROTEIN$ activation by measuring agonist-stimulated [3H]L-citrulline ([3H]L-Cit) formation in BAEC cultures.X	1	10460702-3
We found that 5-HT stimulated the conversion of [3H]L-arginine ([3H]L-Arg) to @COMPOUND$, indicating @PROTEIN$ activation.X	1	10460702-4
Activation of @PROTEIN$ (eNOS) results in the production of nitric oxide (NO) that mediates the vasorelaxing properties of endothelial cells	1	10460702-1
Activation of endothelial nitric oxide synthase (@PROTEIN$) results in the production of nitric oxide (NO) that mediates the vasorelaxing properties of endothelial cells	1	10460702-1
Activation of @PROTEIN$ (eNOS) results in the production of nitric oxide (NO) that mediates the vasorelaxing properties of endothelial cells.X	1	10460702-1
Activation of endothelial nitric oxide synthase (@PROTEIN$) results in the production of nitric oxide (NO) that mediates the vasorelaxing properties of endothelial cells.X	1	10460702-1
We found that 5-HT stimulated the conversion of @COMPOUND$ ([3H]L-Arg) to [3H]L-Cit, indicating @PROTEIN$ activation.X	1	10460702-4
We found that 5-HT stimulated the conversion of [3H]L-arginine (@COMPOUND$) to [3H]L-Cit, indicating @PROTEIN$ activation.X	1	10460702-4
We report that the radiation-induced activation of the kinase Cds1 [4] (also known as Chk2 [5]) is inhibited by caffeine in vivo and that @PROTEIN$ kinase activity is directly inhibited by caffeine in vitro.X	1	10531013-8
We report that the radiation-induced activation of the kinase Cds1 [4] (also known as Chk2 [5]) is inhibited by caffeine in vivo and that ATM @PROTEIN$ activity is directly inhibited by caffeine in vitro.X	1	10531013-8
Inhibition of @PROTEIN$ provides a molecular explanation of the attenuation of DNA-damage checkpoint responses and for the increased radiosensitivity of caffeine-treated cells [6] [7] [8].	1	10531013-9
We report that the radiation-induced activation of the @PROTEIN$ Cds1 [4] (also known as Chk2 [5]) is inhibited by caffeine in vivo and that ATM kinase activity is directly inhibited by caffeine in vitro.X	1	10531013-8
We report that the radiation-induced activation of the kinase @PROTEIN$ [4] (also known as Chk2 [5]) is inhibited by caffeine in vivo and that ATM kinase activity is directly inhibited by caffeine in vitro.X	1	10531013-8
We report that the radiation-induced activation of the kinase Cds1 [4] (also known as @PROTEIN$ [5]) is inhibited by caffeine in vivo and that ATM kinase activity is directly inhibited by caffeine in vitro.X	1	10531013-8
@COMPOUND$ inhibits the checkpoint @PROTEIN$ ATM.	1	10531013-0
@COMPOUND$ inhibits the checkpoint kinase @PROTEIN$.	1	10531013-0
The turnover of @PROTEIN$ was determined from the rate of recovery of binding after administration of RTI-76, an irreversible inhibitor of ligand binding.X	1	10546982-2
In preliminary studies, in vitro incubation of rat cerebral cortex with @COMPOUND$ produced a wash and temperature resistant inhibition of @PROTEIN$ binding densities (Bmax).X	1	10546982-3
Citalopram protected against the @COMPOUND$-induced inhibition of @PROTEIN$ binding.X	1	10546982-4
The decrease and recovery of @COMPOUND$ uptake correlated highly (r = 0.93) with the recovery of @PROTEIN$ binding.	1	10546982-11
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).	1	10579749-6
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).X	1	10579749-6
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).X	1	10579749-6
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).X	1	10579749-6
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).	1	10579749-6
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).X	1	10579749-6
Among the current @PROTEIN$ receptor antagonists, the rank order of the relative binding affinities (highest affinity = 1) is: candesartan 1, telmisartan 10, E3174 (the active metabolite of losartan) 10, tasosartan 20, losartan 50, eprosartan 100 and the prodrug candesartan cilexetil 280.X	1	10579749-5
@COMPOUND$ was the first, but by no means remained the only, @PROTEIN$ receptor antagonist.X	1	10579749-2
Among the current @PROTEIN$ receptor antagonists, the rank order of the relative binding affinities (highest affinity = 1) is: candesartan 1, telmisartan 10, E3174 (the active metabolite of losartan) 10, tasosartan 20, losartan 50, eprosartan 100 and the prodrug candesartan cilexetil 280.X	1	10579749-5
Among the current @PROTEIN$ receptor antagonists, the rank order of the relative binding affinities (highest affinity = 1) is: candesartan 1, telmisartan 10, E3174 (the active metabolite of losartan) 10, tasosartan 20, losartan 50, eprosartan 100 and the prodrug candesartan cilexetil 280.	1	10579749-5
Among the current @PROTEIN$ receptor antagonists, the rank order of the relative binding affinities (highest affinity = 1) is: candesartan 1, telmisartan 10, E3174 (the active metabolite of losartan) 10, tasosartan 20, losartan 50, eprosartan 100 and the prodrug candesartan cilexetil 280.	1	10579749-5
Among the current @PROTEIN$ receptor antagonists, the rank order of the relative binding affinities (highest affinity = 1) is: candesartan 1, telmisartan 10, E3174 (the active metabolite of losartan) 10, tasosartan 20, losartan 50, eprosartan 100 and the prodrug candesartan cilexetil 280.X	1	10579749-5
Among the current @PROTEIN$ receptor antagonists, the rank order of the relative binding affinities (highest affinity = 1) is: candesartan 1, telmisartan 10, E3174 (the active metabolite of losartan) 10, tasosartan 20, losartan 50, eprosartan 100 and the prodrug candesartan cilexetil 280.X	1	10579749-5
Among the current @PROTEIN$ receptor antagonists, the rank order of the relative binding affinities (highest affinity = 1) is: candesartan 1, telmisartan 10, E3174 (the active metabolite of losartan) 10, tasosartan 20, losartan 50, eprosartan 100 and the prodrug candesartan cilexetil 280.X	1	10579749-5
Among the current @PROTEIN$ receptor antagonists, the rank order of the relative binding affinities (highest affinity = 1) is: candesartan 1, telmisartan 10, E3174 (the active metabolite of losartan) 10, tasosartan 20, losartan 50, eprosartan 100 and the prodrug candesartan cile	1	10579749-5
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).X	1	10579749-6
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).X	1	10579749-6
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).X	1	10579749-6
The mode of (functional) @PROTEIN$ receptor antagonism has been characterized as surmountable/noncompetitive (losartan, tasosartan, eprosartan) or insurmountable/noncompetitive (candesartan, saprisartan, zolasartan, irbesartan, valsartan, telmisartan, E3174).	1	10579749-6
The @PROTEIN$ activity was insensitive to dicoumarol, a potent inhibitor of cytosolic NQO1.X	0	10683249-8
The mNQO activity was insensitive to @COMPOUND$, a potent inhibitor of cytosolic @PROTEIN$.X	1	10683249-8
A role of cytosolic @PROTEIN$ in protection of cells from oxidative stress, cytotoxicity, and mutagenicity of quinones was established.X	1	10683249-4
The @PROTEIN$ activity showed significantly higher affinity for NADH than NADPH as electron donors and catalyzed reduction of 2,6-dichlorophenolindophen	1	10683249-7
The @PROTEIN$ activity showed significantly higher affinity for NADH than NADPH as electron donors and catalyzed reduction of 2,6-dichlorophenolindophenol and menadione.X	1	10683249-7
@PROTEIN$ are flavoproteins that catalyze two-electron reduction and detoxification of quinones.X	1	10683249-1
In addition, the stereospecificity required at @PROTEIN$ appears to be retained at the nociceptin receptor, since (+)-quadazocine is inactive at both recept	0	10688973-10
In addition, the stereospecificity required at opioid receptors appears to be retained at the @PROTEIN$, since (+)-quadazocine is inactive at both recept	0	10688973-10
@COMPOUND$ exhibited full agonism for enhancement of [35S]GTPgammaS binding to human recombinant @PROTEIN$ receptors (EC(50) 50 nM).X	1	10688973-5
The related piperidines ohmefentanyl and @COMPOUND$ and the nonselective opioid receptor agonist etorphine were less potent @PROTEIN$ agonists.X	1	10688973-6
The related piperidines ohmefentanyl and sufentanil and the nonselective @PROTEIN$ agonist etorphine were less potent nociceptin receptor agonists.X	1	10688973-6
The related piperidines ohmefentanyl and sufentanil and the nonselective opioid receptor agonist @COMPOUND$ were less potent @PROTEIN$ agonists.X	1	10688973-6
The nonselective @PROTEIN$ partial agonist buprenorphine and the nonselective opioid receptor antagonist (-)-quadazocine exhibited pure antagonism at rat brain receptors, but displayed partial agonism at human ORL1 receptor	1	10688973-8
The nonselective opioid receptor partial agonist buprenorphine and the nonselective opioid receptor antagonist @COMPOUND$ exhibited pure antagonism at rat brain receptors, but displayed partial agonism at @PROTEIN$ receptors.X	1	10688973-8
The @PROTEIN$-selective agonist lofentanil potently and competitively displaced [3H]nociceptin at rat brain receptors (IC(50) 62 nM).X	1	10688973-4
The related @COMPOUND$ ohmefentanyl and sufentanil and the nonselective opioid receptor agonist etorphine were less potent @PROTEIN$ agonists.X	1	10688973-6
The related piperidines @COMPOUND$ and sufentanil and the nonselective opioid receptor agonist etorphine were less potent @PROTEIN$ agonists.X	1	10688973-6
The kappa(1)+kappa(3)-opioid receptor agonist/mu-opioid receptor antagonist @COMPOUND$ was a pure antagonist at both rat brain and human @PROTEIN$ receptors.X	1	10688973-7
The kappa(1)+kappa(3)-opioid receptor agonist/@PROTEIN$ antagonist naloxone benzoylhydrazone was a pure antagonist at both rat brain and human O	1	10688973-7
The nonselective opioid receptor partial agonist buprenorphine and the nonselective @PROTEIN$ antagonist (-)-quadazocine exhibited pure antagonism at rat brain receptors, but displayed partial agonism at human ORL1 recept	1	10688973-8
Thirty-week administration of @COMPOUND$ with or without leucovorin markedly suppressed both colorectal carcinogenesis and tumor growth, resulted in the increase of @PROTEIN$ inhibition and the decrease of thymidine kinase activity in the tumor cells.X	1	10697523-4
Thirty-week administration of @COMPOUND$ with or without leucovorin markedly suppressed both colorectal carcinogenesis and tumor growth, resulted in the increase of thymidylate synthase inhibition and the decrease of @PROTEIN$ activity in the tumor cells.X	1	10697523-4
Thirty-week administration of UFT with or without @COMPOUND$ markedly suppressed both colorectal carcinogenesis and tumor growth, resulted in the increase of @PROTEIN$ inhibition and the decrease of thymidine kinase activity in the tumor cells.X	1	10697523-4
Thirty-week administration of UFT with or without @COMPOUND$ markedly suppressed both colorectal carcinogenesis and tumor growth, resulted in the increase of thymidylate synthase inhibition and the decrease of @PROTEIN$ activity in the tumor cells.X	1	10697523-4
@PROTEIN$ is inhibited by 5-fluorodeoxyuridine monophosphate, forming an inactive ternary complex wit	1	10697523-2
@PROTEIN$ and thymidine kinase are key enzymes involved in the de novo and salvage pathways for pyrimidine nucleotide synthesis, res	1	10697523-1
Thymidylate synthase and @PROTEIN$ are key enzymes involved in the de novo and salvage pathways for pyrimidine nucleotide synthesis, res	1	10697523-1
Ornithine decarboxylase (@PROTEIN$) catalyses the first step in the synthesis of the polyamines putrescine, spermidine and spermine.X	1	10698696-1
@PROTEIN$ (ODC) catalyses the first step in the synthesis of the polyamines putrescine, spermidine and spermine.X	1	10698696-1
Ornithine decarboxylase (@PROTEIN$) catalyses the first step in the synthesis of the polyamines putrescine, spermidine and spermine.X	1	10698696-1
@PROTEIN$ (ODC) catalyses the first step in the synthesis of the polyamines putrescine, spermidine and spermine.X	1	10698696-1
Ornithine decarboxylase (@PROTEIN$) catalyses the first step in the synthesis of the polyamines putrescine, spermidine and spermine.X	1	10698696-1
@PROTEIN$ (ODC) catalyses the first step in the synthesis of the polyamines putrescine, spermidine and spermine.X	1	10698696-1
In @PROTEIN$ transfected cells the rank order of agonist potency was A-54741 (mean pEC(50)=8.96)>dexmedetomidine (8.88)>UK-14304 (8.42)>B-HT 920 (7.05)>noradrenaline (6.92).X	1	10742288-5
In @PROTEIN$ transfected cells the rank order of agonist potency was A-54741 (mean pEC(50)=8.96)>dexmedetomidine (8.88)>UK-14304 (8.42)>B-HT 920 (7.05)>noradrenaline (6.	1	10742288-5
In @PROTEIN$ transfected cells the rank order of agonist potency was A-54741 (mean pEC(50)=8.96)>dexmedetomidine (8.88)>UK-14304 (8.42)>B-HT 920 (7.05)>noradrenaline (6.92).X	1	10742288-5
In @PROTEIN$ transfected cells the rank order of agonist potency was A-54741 (mean pEC(50)=8.96)>dexmedetomidine (8.88)>UK-14304 (8.42)>B-HT 920 (7.05)>noradrenaline (6.92).X	1	10742288-5
In @PROTEIN$ transfected cells the rank order of agonist potency was A-54741 (mean pEC(50)=8.96)>dexmedetomidine (8.88)>UK-14304 (8.42)>B-HT 920 (7.05)>noradrenaline (6.92	1	10742288-5
@PROTEIN$ were activated by dexamethasone as assessed using a glucocorticoid-responsive reporter plasmid, pTAT3-CA	1	10796070-7
The @PROTEIN$ antagonist RU-486 (mifepristone) significantly counteracted the effect of dexamethasone on glucocorticoid receptor activation, indicating that the dexamethasone effect is specific and is mediated through the glucocorticoid receptor.X	1	10796070-9
The @PROTEIN$ antagonist RU-486 (mifepristone) significantly counteracted the effect of dexamethasone on glucocorticoid receptor activation, indicating that the dexamethasone effect is specific and is mediated through the glucocorticoid receptor	1	10796070-9
RESULTS: @COMPOUND$ was an effective antipsychotic and improved the extrapyramidal symptoms and @PROTEIN$ level elevation noted at baseline.X	1	10839333-8
In a physiological K(+) gradient, @PROTEIN$ is half inhibited by 0.1 mm Ba(2+), quinine, and quinidine.X	1	10887187-7
In a physiological K(+) gradient, @PROTEIN$ is half inhibited by 0.1 mm Ba(2+), quinine, and quinidine.X	1	10887187-7
In a physiological K(+) gradient, @PROTEIN$ is half inhibited by 0.1 mm Ba(2+), quinine, and quinidine.X	1	10887187-7
Initial in vitro studies utilizing HEP-G2 liver cells revealed that addition of @COMPOUND$ (EPA) blocked @PROTEIN$ activity, the terminal enzymatic step in AA synthesis.X	1	10917903-4
Initial in vitro studies utilizing HEP-G2 liver cells revealed that addition of eicosapentaenoic acid (@COMPOUND$) blocked @PROTEIN$ activity, the terminal enzymatic step in AA synthesis.X	1	10917903-4
BACKGROUND: This study examines the effects of @COMPOUND$, a @PROTEIN$ opener, on transmural dispersion of repolarization (TDR) and induction of torsade de pointes (TdP) under conditions mimicking the LQT1, LQT2, and LQT3 forms of the congenital long-QT syndrome (LQTS).X	1	10931813-1
Isoproterenol (50 to 100 nmol/L) was used to mimic an increase in beta-adrenergic tone, @COMPOUND$ (100 micromol/L) to block @PROTEIN$ (LQT2 model), and ATX-II (20 nmol/L) to augment late I(Na) (LQT3 model).X	1	10931813-4
Isoproterenol (50 to 100 nmol/L) was used to mimic an increase in beta-adrenergic tone, @COMPOUND$ (100 micromol/L) to block I(Kr) (LQT2 model), and @PROTEIN$ (20 nmol/L) to augment late I(Na) (LQT3 model).X	1	10931813-4
@COMPOUND$ (50 to 100 nmol/L) was used to mimic an increase in beta-adrenergic tone, d-sotalol (100 micromol/L) to block @PROTEIN$ (LQT2 model), and ATX-II (20 nmol/L) to augment late I(Na) (LQT3 model).X	1	10931813-4
@COMPOUND$ (50 to 100 nmol/L) was used to mimic an increase in beta-adrenergic tone, d-sotalol (100 micromol/L) to block I(Kr) (LQT2 model), and @PROTEIN$ (20 nmol/L) to augment late I(Na) (LQT3 model).X	1	10931813-4
@PROTEIN$ (PPARalpha) activators, @COMPOUND$ and Wy-14,643, increase uncoupling protein-3 mRNA levels without modifying the mitochondrial membrane potential in primary culture of rat preadipocytes.	1	10933891-0
Peroxisome proliferator-activated receptor alpha (@PROTEIN$) activators, @COMPOUND$ and Wy-14,643, increase uncoupling protein-3 mRNA levels without modifying the mitochondrial membrane potential in primary culture of rat preadipocytes.	1	10933891-0
@PROTEIN$ (PPARalpha) activators, bezafibrate and @COMPOUND$, increase uncoupling protein-3 mRNA levels without modifying the mitochondrial membrane potential in primary culture of rat preadipocytes.	1	10933891-0
Peroxisome proliferator-activated receptor alpha (@PROTEIN$) activators, bezafibrate and @COMPOUND$, increase uncoupling protein-3 mRNA levels without modifying the mitochondrial membrane potential in primary culture of rat preadipocytes.	1	10933891-0
Peroxisome proliferator-activated receptor alpha (PPARalpha) activators, @COMPOUND$ and Wy-14,643, increase @PROTEIN$ mRNA levels without modifying the mitochondrial membrane potential in primary culture of rat preadipocytes.	1	10933891-0
Peroxisome proliferator-activated receptor alpha (PPARalpha) activators, bezafibrate and @COMPOUND$, increase @PROTEIN$ mRNA levels without modifying the mitochondrial membrane potential in primary culture of rat preadipocytes.	1	10933891-0
The induction in @PROTEIN$ expression was not accompanied by changes in the mitochondrial membrane potential of rat primary preadipocytes after bezafibrate or Wy-14,643 treatment.	1	10933891-8
The induction in @PROTEIN$ expression was not accompanied by changes in the mitochondrial membrane potential of rat primary preadipocytes after bezafibrate or Wy-14,643 treatment.X	1	10933891-8
Since it has been proposed that UCP-3 could be involved in the regulation of the use of fatty acids as fuel substrates, the @PROTEIN$ induction achieved after bezafibrate and Wy-14, 643 treatment may indicate a higher oxidation of fatty acids, limiting their availability to be stored as triglycerides.	1	10933891-9
Since it has been proposed that UCP-3 could be involved in the regulation of the use of fatty acids as fuel substrates, the @PROTEIN$ induction achieved after bezafibrate and Wy-14, 643 treatment may indicate a higher oxidation of fatty acids, limiting their availability to be stored as triglycerides.X	1	10933891-9
Thus, @COMPOUND$ treatment resulted in an 8-fold induction in @PROTEIN$ mRNA levels in preadipocytes compared with the 3.5-fold induction observed in adipocytes.X	1	10933891-4
@PROTEIN$ (UCPs) are inner mitochondrial membrane transporters which act as pores for H(+) ions, dissipating the electrochemical gradient that develops during mitochondrial respiration at the expense of ATP synthesis.X	1	10933891-1
Uncoupling proteins (@PROTEIN$) are inner mitochondrial membrane transporters which act as pores for H(+) ions, dissipating the electrochemical gradient that develops during mitochondrial respiration at the expense of ATP synthesis.X	1	10933891-1
